#PS1ID,Filter,Mag,Magerr,MJD,Phot_flag,Infobits
153851661137291254,g,13.736,0.009,58632.193805,0,4096
153851661137291254,g,13.484,0.012,58230.332914,0,4096
153851661137291254,g,13.213,0.012,58941.265145,0,4096
153851661137291254,g,13.687,0.011,59276.228380,0,4096
153851661137291254,g,13.756,0.010,59229.451163,0,4096
153851661137291254,g,13.601,0.009,58971.263613,0,4096
153851661137291254,g,13.104,0.005,58906.300270,0,4096
153851661137291254,g,13.613,0.013,58636.259075,0,4096
153851661137291254,g,13.547,0.008,59356.202562,0,4096
153851661137291254,g,13.210,0.009,58876.366840,0,4096
153851661137291254,g,13.720,0.009,58432.471661,0,4096
153851661137291254,g,13.958,0.010,58269.214142,0,67112960
153851661137291254,g,13.140,0.009,59179.487575,0,4096
153851661137291254,g,13.207,0.009,58900.322113,0,4096
153851661137291254,g,13.443,0.006,59291.283034,0,4096
153851661137291254,g,13.459,0.018,58230.333828,0,4096
153851661137291254,g,13.266,0.011,58248.181194,0,4096
153851661137291254,g,13.672,0.011,59270.385727,0,4096
153851661137291254,g,13.722,0.007,59272.168386,0,4096
153851661137291254,g,13.672,0.008,59264.353880,0,4097
153851661137291254,g,13.190,0.009,58905.291459,0,4096
153851661137291254,g,13.092,0.008,58879.477141,0,4096
153851661137291254,g,13.579,0.012,58526.431510,0,4096
153851661137291254,g,14.114,0.010,58286.217651,0,4096
153851661137291254,g,13.225,0.010,58899.373617,0,4097
153851661137291254,g,13.306,0.015,59314.248367,0,4097
153851661137291254,g,13.614,0.012,58971.256322,0,4096
153851661137291254,g,13.774,0.009,58443.535305,0,4096
153851661137291254,g,13.869,0.017,58274.236592,0,67112960
153851661137291254,g,13.443,0.009,59292.290600,0,4097
153851661137291254,g,13.690,0.013,58980.195933,0,4096
153851661137291254,g,13.501,0.010,58967.255737,0,4096
153851661137291254,g,13.678,0.009,59281.337747,0,4096
153851661137291254,g,13.081,0.018,58244.197438,0,4096
153851661137291254,g,13.160,0.013,58903.330359,0,4096
153851661137291254,g,13.777,0.015,58511.436560,0,4096
153851661137291254,g,13.542,0.013,58591.222065,0,4096
153851661137291254,g,13.817,0.014,58998.184785,0,4096
153851661137291254,g,13.653,0.009,58985.176334,0,4097
