#Table: J/MNRAS/402/620/table7.dat (http://cdsarc.cds.unistra.fr)
---------------------------------------------------------------------------------------------------------------------
S                       |      |     |    |   |     |     |    |    |     |    |    |    | M|    |    |         |
o                       |      |     |   P| Fi|     |    e|    |  e_|     |   e|    |   e|Ty|    |  e_|         |   N
l    SDSS               |Type  |  MJD|late|ber| Teff|_Teff|logg|logg|  Mwd|_Mwd| dwd|_dwd|pe|dsec|dsec|Flag     |otes
------------------------|------|-----|----|---|-----|-----|----|----|-----|----|----|----|--|----|----|---------|----
0SDSSJ153329.88+033301.6|DA/M  |52026| 593|488|15964|  335|7.86|0.08| 0.54|0.04| 234|  12| 2| 901| 215|s/e/h    |
1SDSSJ153349.97+344415.0|WD/M  |53144|1401|127|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 362|  71|         |
0SDSSJ153349.97+344415.0|WD/M  |53144|1401|127|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 362|  71|         |
1SDSSJ153352.50+415135.7|DA/M: |53149|1679|577|31128| 1072|7.27|0.27| 0.37|0.08|1659| 339|-1|   0|   0|s/e      |
0SDSSJ153352.50+415135.7|DA/M: |53149|1679|577| 8573|  202|8.73|0.24| 1.05|0.14| 130|  26|-1|   0|   0|s/e      |
1SDSSJ153404.30+412026.0|DA/M  |53149|1679|515|35331|  690|7.70|0.12| 0.52|0.05| 645|  55| 3| 707| 139|s/e/h    |
0SDSSJ153404.30+412026.0|DA/M  |53149|1679|515| 8573|   89|9.50|0.09| 1.46|0.02|  23|   6| 3| 707| 139|s/e/h    |
1SDSSJ153421.88+391550.0|DA/M  |52765|1293|622| 9958|   90|8.47|0.12| 0.90|0.07|  89|   8| 4| 222|  65|re/s/e/h |
0SDSSJ153421.88+391550.0|DA/M  |52765|1293|622|19193|  575|7.29|0.12| 0.33|0.03| 424|  38| 4| 222|  65|s/e/h    |
1SDSSJ153601.56+095824.1|DA/M: |53852|1722| 10|10670|  270|8.21|0.26| 0.73|0.16| 220|  38|-1|   0|   0|         |
0SDSSJ153601.56+095824.1|DA/M: |53852|1722| 10|17106|  893|7.60|0.21| 0.42|0.10| 518|  69|-1|   0|   0|         |
1SDSSJ153851.82+380741.6|DA/M  |52753|1294|553|11302|  536|8.46|0.23| 0.90|0.13| 177|  30| 6| 278| 128|s/e/h    |
0SDSSJ153851.82+380741.6|DA/M  |52753|1294|553|16717|  948|7.85|0.22| 0.53|0.12| 426|  57| 6| 278| 128|s/e/h    |
1SDSSJ153914.69+263710.8|DA/M  |53846|1849|362|17304| 1201|7.52|0.26| 0.39|0.11| 696| 116| 4| 439| 129|         |
0SDSSJ153914.69+263710.8|DA/M  |53846|1849|362|10793|  434|8.26|0.32| 0.77|0.21| 268|  59| 4| 439| 129|         |
1SDSSJ153938.11+270605.8|DA/M  |53846|1849|419|36572|  447|7.31|0.07| 0.40|0.02| 438|  26|-1|   0|   0|         |
0SDSSJ153938.11+270605.8|DA/M  |53846|1849|419| 8094|   23|9.01|0.05| 1.20|0.03|  19|   1|-1|   0|   0|         |
1SDSSJ154124.61+331409.7|DA/M  |53149|1581|457|14560| 2321|7.67|0.46| 0.44|0.25| 643| 168| 7| 385| 212|s/h      |
0SDSSJ154124.61+331409.7|DA/M  |53149|1581|457|12110| 2559|7.90|0.56| 0.55|0.35| 444| 145| 7| 385| 212|s/h      |
1SDSSJ154136.48+271635.5|DA/M  |53846|1849|526|10670|  409|8.26|0.32| 0.77|0.20| 267|  59| 4| 392| 115|         |
0SDSSJ154136.48+271635.5|DA/M  |53846|1849|526|17106| 1130|7.60|0.28| 0.42|0.13| 654| 111| 4| 392| 115|         |
1SDSSJ154140.50+222710.1|DA/M  |53556|2169|299|10189|  424|7.27|0.87| 0.29|0.40| 486| 210| 4| 773| 228|s        |
0SDSSJ154140.50+222710.1|DA/M  |53556|2169|299|10427| 2094|6.01|0.56|-0.00|0.13| 965| 206| 4| 773| 228|s        |
1SDSSJ154219.44+032310.9|DA/M  |52045| 594|418|10307|  439|8.27|0.53| 0.77|0.32| 263|  92| 3| 682| 134|s/e/h    |
0SDSSJ154219.44+032310.9|DA/M  |52045| 594|418|17912| 1982|7.37|0.44| 0.35|0.17| 948| 258| 3| 682| 134|s/e/h    |
1SDSSJ154219.44+032310.9|DA/M  |52027| 594|421|10670|  867|8.34|0.72| 0.82|0.41| 291| 137| 3| 666| 131|s/e/h    |
0SDSSJ154219.44+032310.9|DA/M  |52027| 594|421|17505| 2596|7.59|0.58| 0.42|0.30| 802| 258| 3| 666| 131|s/e/h    |
1SDSSJ154221.86+553957.2|DA/M  |52072| 617|206|42477| 3344|7.86|0.33| 0.61|0.17| 989| 221| 3|1234| 243|s/e/h    |
0SDSSJ154221.86+553957.2|DA/M  |52072| 617|206| 8001|15266|9.50|1.95| 1.46|0.88|  30|  78| 3|1234| 243|s/e/h    |
1SDSSJ154234.58+354757.0|DC/M  |52872|1402|567|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 5| 230| 118|s/h      |
1SDSSJ154344.05+060135.1|DA/M  |53167|1821|171| 9187|  260|6.70|0.85| 0.15|0.23| 556| 227| 5| 487| 249|s/e/h    |
0SDSSJ154344.05+060135.1|DA/M  |53167|1821|171|14728| 1800|6.09|0.48| 0.05|0.10|1530| 307| 5| 487| 249|s/e/h    |
1SDSSJ154452.48-005731.1|WD/K  |52413| 926|568|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|h        |
0SDSSJ154452.48-005731.1|WD/K  |52413| 926|568|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|h        |
1SDSSJ154543.31+330708.3|DA/K: |53227|1403|316|31128| 1907|7.77|0.43| 0.54|0.23|1277| 347| 1|1346| 264|s        |
0SDSSJ154543.31+330708.3|DA/K: |53227|1403|316| 9081|  426|9.22|0.37| 1.31|0.18|  88|  46| 1|1346| 264|s        |
1SDSSJ154543.31+330708.3|DA/K: |53149|1581|600|26191| 2637|8.28|0.39| 0.81|0.23| 744| 203| 1|1357| 266|s        |
0SDSSJ154543.31+330708.3|DA/K: |53149|1581|600|10427|  574|9.50|0.18| 1.46|0.09|  69|  29| 1|1357| 266|s        |
1SDSSJ154605.27+370854.3|DA/M  |52875|1416|458|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 308|  61|         |
0SDSSJ154605.27+370854.3|DA/M  |52875|1416|458|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 308|  61|         |
1SDSSJ154609.98+200320.6|DA/M  |53886|2168|188|21045| 4648|8.76|0.55| 1.08|0.28| 577| 271| 1|1043| 204|         |
0SDSSJ154609.98+200320.6|DA/M  |53886|2168|188|16149| 7164|9.19|0.77| 1.30|0.39| 271| 264| 1|1043| 204|         |
1SDSSJ154652.14+492216.0|DA/M  |52401| 796| 78|21289| 2591|7.81|0.42| 0.53|0.24| 719| 182| 4| 667| 196|s/e/h    |
0SDSSJ154652.14+492216.0|DA/M  |52401| 796| 78|10307|  497|8.87|0.49| 1.13|0.26| 137|  63| 4| 667| 196|s/e/h    |
1SDSSJ154652.14+492216.0|DA/M  |52352| 812|387|18545| 1483|7.43|0.32| 0.37|0.13| 805| 168| 4| 633| 186|s/e/h    |
0SDSSJ154652.14+492216.0|DA/M  |52352| 812|387|10307|  349|8.29|0.36| 0.79|0.22| 219|  54| 4| 633| 186|s/e/h    |
1SDSSJ154656.30+214201.5|DA/M  |53556|2169| 98|10548| 2585|6.18|0.83| 0.04|0.19|1153| 392| 6| 317| 146|s        |
0SDSSJ154656.30+214201.5|DA/M  |53556|2169| 98|12250| 2190|6.37|0.68| 0.09|0.15|1210| 375| 6| 317| 146|s        |
1SDSSJ154706.71+301301.1|DA/M  |53142|1390|380|22037| 1357|7.71|0.22| 0.48|0.11| 654|  91| 3| 993| 195|s/e/h    |
0SDSSJ154706.71+301301.1|DA/M  |53142|1390|380|10073|  253|8.80|0.21| 1.09|0.12| 124|  23| 3| 993| 195|s/e/h    |
1SDSSJ154742.45+501658.8|WD/K  |52401| 796| 88|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|h        |
0SDSSJ154742.45+501658.8|WD/K  |52401| 796| 88|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|h        |
1SDSSJ154806.69+482907.6|DA/K  |52352| 812|301|42969| 6583|7.69|0.65| 0.54|0.33|1693| 671|-1|   0|   0|s/h      |
0SDSSJ154806.69+482907.6|DA/K  |52352| 812|301| 8001|12814|9.50|2.25| 1.46|1.01|  42| 138|-1|   0|   0|s/h      |
1SDSSJ154811.65+312840.1|DA/M  |53145|1580|195|16910| 4923|8.01|1.12| 0.62|0.64| 863| 533| 4| 886| 261|s/e/h    |
0SDSSJ154811.65+312840.1|DA/M  |53145|1580|195|11835| 5047|8.86|1.14| 1.12|0.59| 317| 299| 4| 886| 261|s/e/h    |
1SDSSJ154843.79+372749.7|DA/M  |53172|1681|306| 8977|  166|8.32|0.30| 0.80|0.18| 130|  27| 7| 112|  62|s/e/h    |
0SDSSJ154843.79+372749.7|DA/M  |53172|1681|306|22292| 3293|6.53|0.49| 0.18|0.10|1283| 335| 7| 112|  62|s/e/h    |
1SDSSJ154846.00+405728.8|DA/M  |52468|1053| 95|11835|  611|8.04|0.29| 0.63|0.19| 213|  40| 6| 227| 105|s/e/h    |
0SDSSJ154846.00+405728.8|DA/M  |52468|1053| 95|14899|  925|7.68|0.22| 0.45|0.11| 336|  44| 6| 227| 105|s/e/h    |
1SDSSJ154923.52+324915.6|DA/M  |53149|1581|623|17912| 2736|7.39|0.57| 0.35|0.24|1205| 395| 4|2190| 645|s/h      |
0SDSSJ154923.52+324915.6|DA/M  |53149|1581|623|10548|  757|8.34|0.79| 0.82|0.45| 375| 192| 4|2190| 645|s/h      |
1SDSSJ154928.56+385419.3|DA/M  |53171|1680| 24|11565| 4030|8.22|1.25| 0.74|0.70| 338| 250| 2| 535| 127|s/e      |
0SDSSJ154928.56+385419.3|DA/M  |53171|1680| 24|15246| 3907|7.65|1.18| 0.43|0.68| 615| 358| 2| 535| 127|s/e      |
1SDSSJ154959.55+534911.5|DA/M  |52049| 618|390|25891| 2994|7.27|0.46| 0.35|0.15|1549| 469| 1|1104| 216|s/e/h    |
0SDSSJ154959.55+534911.5|DA/M  |52049| 618|390| 9187|  336|8.66|0.39| 1.01|0.22| 164|  51| 1|1104| 216|s/e/h    |
1SDSSJ155022.11+323548.5|WD/M  |52825|1404|318|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 145|  29|         |
0SDSSJ155022.11+323548.5|WD/M  |52825|1404|318|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 145|  29|         |
1SDSSJ155022.12+323548.6|WD/M  |52825|1404|318|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 148|  29|         |
0SDSSJ155022.12+323548.6|WD/M  |52825|1404|318|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 148|  29|         |
1SDSSJ155135.79+341440.2|DA/M  |53227|1403|599|36154| 1712|7.56|0.25| 0.47|0.10|1211| 214| 3| 607| 120|s/h      |
0SDSSJ155135.79+341440.2|DA/M  |53227|1403|599| 8282|  219|9.15|0.25| 1.28|0.13|  56|  18| 3| 607| 120|s/h      |
1SDSSJ155137.64+070322.3|WD/M  |53859|1727|176|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 224|  66|         |
0SDSSJ155137.64+070322.3|WD/M  |53859|1727|176|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 224|  66|         |
1SDSSJ155205.59+433825.8|DA/M  |52764|1334|436|35740| 1893|7.75|0.33| 0.54|0.16| 994| 216| 3| 942| 185|s/e/h    |
0SDSSJ155205.59+433825.8|DA/M  |52764|1334|436| 8378|12061|9.26|1.98| 1.33|0.93|  46|  47| 3| 942| 185|s/e/h    |
1SDSSJ155332.86+045735.1|DA/M  |53172|1822|262|10548|  471|8.26|0.44| 0.77|0.27| 264|  78| 3| 590| 116|s/e      |
0SDSSJ155332.86+045735.1|DA/M  |53172|1822|262|16717| 1617|7.53|0.38| 0.39|0.17| 679| 152| 3| 590| 116|s/e      |
1SDSSJ155445.76+072236.4|WD/M  |53859|1727|118|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3|1896| 373|         |
0SDSSJ155445.76+072236.4|WD/M  |53859|1727|118|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3|1896| 373|         |
1SDSSJ155448.96+080158.2|WD/M  |53137|1726|  1|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 321|  63|         |
0SDSSJ155448.96+080158.2|WD/M  |53137|1726|  1|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 321|  63|         |
1SDSSJ155451.22+254951.3|DA/M: |53523|1655|265|14065| 1460|7.69|0.24| 0.45|0.12| 397|  57| 6| 688| 317|         |
0SDSSJ155451.22+254951.3|DA/M: |53523|1655|265|12828| 1756|7.76|0.35| 0.48|0.20| 351|  71| 6| 688| 317|         |
1SDSSJ155501.99+244422.0|DA/M  |53786|1850| 97|17106|  249|6.14|0.06| 0.08|0.01| 381|   9| 2| 686| 163|h        |
0SDSSJ155501.99+244422.0|DA/M  |53786|1850| 97| 9081|    9|7.42|0.06| 0.32|0.05|  77|   1| 2| 686| 163|h        |
1SDSSJ155521.14+411650.1|DA/M  |52516|1054|529|30772|  568|7.85|0.13| 0.57|0.07| 555|  49| 4| 597| 176|s/e/h    |
0SDSSJ155521.14+411650.1|DA/M  |52516|1054|529| 9081|  119|9.29|0.13| 1.35|0.06|  39|   8| 4| 597| 176|s/e/h    |
1SDSSJ155554.25+545417.4|DA/M  |52056| 619|475|28389| 1165|8.01|0.23| 0.65|0.14| 643| 102| 2|1009| 240|s/e/h    |
0SDSSJ155554.25+545417.4|DA/M  |52056| 619|475| 9619|  275|9.32|0.20| 1.37|0.10|  63|  21| 2|1009| 240|s/e/h    |
1SDSSJ155714.75+395921.8|DC/M  |52516|1054|142|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 493|  97|re/s/e/h |
1SDSSJ155742.68+362820.6|DA/M  |53173|1682|342|14393| 3466|8.44|0.53| 0.89|0.30| 327| 122| 5| 412| 211|s/e/h    |
0SDSSJ155742.68+362820.6|DA/M  |53173|1682|342|16717| 1679|8.24|0.33| 0.76|0.20| 460| 105| 5| 412| 211|s/e/h    |
1SDSSJ155833.63+300729.0|DA/M  |53473|1579| 73|38739| 8532|6.83|1.31| 0.30|0.45|3577|2302| 3|1469| 289|h        |
0SDSSJ155833.63+300729.0|DA/M  |53473|1579| 73| 7382|  619|8.21|1.13| 0.73|0.64| 154| 104| 3|1469| 289|h        |
1SDSSJ155839.64+082720.1|DA/M  |53228|1728|212|33740| 3934|8.05|0.65| 0.68|0.37|1421| 576| 1|1120| 219|s        |
0SDSSJ155839.64+082720.1|DA/M  |53228|1728|212| 8977|  575|9.50|0.34| 1.46|0.18|  69|  53| 1|1120| 219|s        |
1SDSSJ155853.21+023138.3|DA/M  |52023| 595|136|17505|  213|7.81|0.04| 0.52|0.02| 145|   4| 3| 243|  48|re:/s/e/h|
0SDSSJ155853.21+023138.3|DA/M  |52023| 595|136|11302|  105|8.55|0.05| 0.95|0.03|  52|   2| 3| 243|  48|s/e/h    |
1SDSSJ155904.62+035623.4|DA/M  |53494|1837|283|48770| 5170|7.98|0.34| 0.68|0.19| 841| 202|-1|   0|   0|         |7,11
0SDSSJ155904.62+035623.4|DA/M  |53494|1837|283| 7554|  277|9.50|0.03| 1.46|0.01|  24|   3|-1|   0|   0|         |7
1SDSSJ155933.43+340502.5|DA/M  |53142|1418|439| 7382|  328|8.82|0.64| 1.10|0.32|  58|  34|-1|   0|   0|         |
0SDSSJ155933.43+340502.5|DA/M  |53142|1418|439|41991| 3533|6.44|0.37| 0.22|0.08|2890| 559|-1|   0|   0|         |
1SDSSJ160059.83+362609.9|DA/M  |53173|1682|429|22292|  461|7.81|0.07| 0.53|0.04| 256|  12| 5| 190|  97|s/e/h    |
0SDSSJ160059.83+362609.9|DA/M  |53173|1682|429|10307|   92|9.01|0.08| 1.20|0.05|  42|   4| 5| 190|  97|s/e/h    |
1SDSSJ160117.73+363242.6|DA/M  |53173|1682|461| 7214|  418|7.57|1.70| 0.37|0.97| 200| 151| 9|  79|   3|s/e/h    |
0SDSSJ160117.73+363242.6|DA/M  |53173|1682|461| 7214|  418|7.57|1.70| 0.37|0.97| 200| 151| 9|  79|   3|s/e/h    |
1SDSSJ160124.00+063122.2|DA/M  |53858|1729|230|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1603| 216|         |
0SDSSJ160124.00+063122.2|DA/M  |53858|1729|230|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1603| 216|         |
1SDSSJ160125.58+341402.3|DA/M  |53142|1418|466|20331| 1394|7.96|0.27| 0.60|0.16| 602| 104| 4| 863| 254|s/e/h    |
0SDSSJ160125.58+341402.3|DA/M  |53142|1418|466|11045|  557|8.96|0.28| 1.18|0.15| 148|  42| 4| 863| 254|s/e/h    |
1SDSSJ160132.21+063901.7|DA/M  |53858|1729|228| 9731|   79|8.27|0.12| 0.77|0.09| 102|   8| 1| 846| 166|re/s/h   |
0SDSSJ160132.21+063901.7|DA/M  |53858|1729|228|17707|  550|6.77|0.13| 0.21|0.03| 564|  45| 1| 846| 166|s/h      |
1SDSSJ160136.70+050527.9|DA/M  |53494|1837|431|57300| 5267|7.93|0.30| 0.68|0.15| 860| 186| 1| 676| 132|h        |
0SDSSJ160136.70+050527.9|DA/M  |53494|1837|431| 7131|  212|9.50|0.05| 1.46|0.00|  17|   3| 1| 676| 132|h        |
1SDSSJ160202.64+304436.2|WD/K  |52826|1405|265|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s        |
0SDSSJ160202.64+304436.2|WD/K  |52826|1405|265|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s        |
1SDSSJ160333.18+541158.0|DA/M  |52056| 619|  6|15964| 1248|7.48|0.32| 0.37|0.13| 487|  95| 1| 490|  96|s/e      |
0SDSSJ160333.18+541158.0|DA/M  |52056| 619|  6|10918|  517|8.29|0.40| 0.79|0.25| 189|  51| 1| 490|  96|s/e      |
1SDSSJ160341.12+074946.7|DA/M  |53228|1728| 36|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1398| 333|s        |
0SDSSJ160341.12+074946.7|DA/M  |53228|1728| 36|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1398| 333|s        |
1SDSSJ160434.04+075916.3|DC/M  |53228|1728| 50|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4|1199| 353|s/h      |
1SDSSJ160540.17+461045.8|DA/M  |52354| 813|130|31853|  858|8.03|0.18| 0.67|0.10| 509|  64| 0| 480|  65|s/e/h    |
0SDSSJ160540.17+461045.8|DA/M  |52354| 813|130| 9401|10758|9.50|1.62| 1.46|0.78|  26|  46| 0| 480|  65|s/e/h    |
1SDSSJ160635.90+233143.8|DA/M  |53524|1851| 25|37857| 3385|8.17|0.38| 0.76|0.22| 857| 226| 2| 678| 162|s        |
0SDSSJ160635.90+233143.8|DA/M  |53524|1851| 25| 8475|  292|9.50|0.08| 1.46|0.02|  34|   7| 2| 678| 162|s        |
1SDSSJ160645.02+284725.9|DA/M  |53496|1578|104|16525|  749|7.95|0.17| 0.59|0.10| 362|  39| 4| 394| 116|h        |
0SDSSJ160645.02+284725.9|DA/M  |53496|1578|104|12681|  912|8.38|0.21| 0.85|0.14| 206|  32| 4| 394| 116|h        |
1SDSSJ160655.28+424526.3|DA/M  |52756|1170|219|31488|  264|7.89|0.17| 0.59|0.09| 570|  65| 4| 538| 158|s/e/h    |
0SDSSJ160655.28+424526.3|DA/M  |52756|1170|219| 9187|  160|9.50|0.13| 1.46|0.06|  26|   9| 4| 538| 158|s/e/h    |
1SDSSJ160659.76+421708.5|DA/M  |52756|1170|306|35740| 1445|7.87|0.25| 0.60|0.13| 768| 132| 4| 487| 143|s/e/h    |
0SDSSJ160659.76+421708.5|DA/M  |52756|1170|306| 8573|  145|9.50|0.05| 1.46|0.01|  31|   5| 4| 487| 143|s/e/h    |
1SDSSJ160821.47+085149.9|DA/M  |53498|1730|404| 9844|  190|8.63|0.21| 1.00|0.12| 125|  21| 6| 201|  93|h        |
0SDSSJ160821.47+085149.9|DA/M  |53498|1730|404|20804| 1329|7.50|0.25| 0.40|0.10| 607|  99| 6| 201|  93|h        |
1SDSSJ160824.57+285524.9|DA/M  |53496|1578| 72|13904| 4116|8.61|0.58| 0.99|0.31| 295| 131| 4| 454| 134|         |
0SDSSJ160824.57+285524.9|DA/M  |53496|1578| 72|17505| 1833|8.31|0.38| 0.81|0.23| 477| 127| 4| 454| 134|         |
1SDSSJ160900.10+225934.0|DB/M  |53534|1852|510|15072|   45|9.00|0.00| 0.00|0.00|   0|   0| 3| 436|  86|s/h      |
1SDSSJ160915.97+273559.4|DA/M  |53495|1577|252|19416|  530|7.97|0.10| 0.61|0.06| 302|  21| 3| 286|  56|         |
0SDSSJ160915.97+273559.4|DA/M  |53495|1577|252|11433|  255|8.87|0.11| 1.13|0.06|  86|   9| 3| 286|  56|         |
1SDSSJ161033.86+491536.7|DA/M  |52054| 622|466|25012| 1383|7.42|0.20| 0.39|0.07| 847| 123| 3| 794| 156|s/e/h    |
0SDSSJ161033.86+491536.7|DA/M  |52054| 622|466| 9401|  165|8.67|0.18| 1.02|0.11| 101|  14| 3| 794| 156|s/e/h    |
1SDSSJ161047.72+254604.5|DA/M  |52824|1393| 95|14228| 4000|8.15|1.27| 0.70|0.71| 705| 512| 4|1491| 439|s/e      |
0SDSSJ161047.72+254604.5|DA/M  |52824|1393| 95|13745| 4057|8.18|1.29| 0.72|0.72| 689| 515| 4|1491| 439|s/e      |
1SDSSJ161057.00+295647.8|DA/M  |52876|1406|194|43969| 9348|7.31|0.76| 0.42|0.29|2851|1310| 0|1952| 263|s        |
0SDSSJ161057.00+295647.8|DA/M  |52876|1406|194| 7819|15851|9.20|2.25| 1.30|1.03|  84|  98| 0|1952| 263|s        |
1SDSSJ161111.20+280901.2|(WD/M)|53495|1577|475|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1301| 255|         |
0SDSSJ161111.20+280901.2|(WD/M)|53495|1577|475|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1301| 255|         |
1SDSSJ161113.13+464044.2|DA/M  |52354| 813| 30|10307|  119|8.05|0.15| 0.63|0.09| 123|  12| 5| 274| 140|s/e/h    |
0SDSSJ161113.13+464044.2|DA/M  |52354| 813| 30|16717|  495|7.24|0.13| 0.31|0.03| 393|  37| 5| 274| 140|s/e/h    |
1SDSSJ161131.70+001018.0|DA/M  |51690| 345|555|36154| 2213|7.65|0.33| 0.51|0.15|1344| 297| 1| 984| 193|s/e/h    |
0SDSSJ161131.70+001018.0|DA/M  |51690| 345|555| 8378|  287|9.33|0.23| 1.37|0.10|  52|  21| 1| 984| 193|s/e/h    |
1SDSSJ161145.88+010327.8|DA/M  |51690| 345|565|10307|  177|7.90|0.24| 0.54|0.15| 215|  32| 6| 192|  89|s/e/h    |
0SDSSJ161145.88+010327.8|DA/M  |51690| 345|565|16336|  701|7.17|0.17| 0.29|0.04| 624|  78| 6| 192|  89|s/e/h    |
1SDSSJ161225.72+194947.9|WD/M  |53793|2205|  4|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 5| 800| 409|         |
0SDSSJ161225.72+194947.9|WD/M  |53793|2205|  4|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 5| 800| 409|         |
1SDSSJ161234.35+155811.9|DA/M  |53918|2198|357| 9731|  623|8.54|0.97| 0.94|0.52| 267| 187| 2| 463| 110|         |2
0SDSSJ161234.35+155811.9|DA/M  |53918|2198|357|16717| 4949|6.23|1.04| 0.10|0.22|2277|1051| 2| 463| 110|         |
1SDSSJ161239.06+455132.2|DA/M  |52443| 814|401|15782|  853|7.91|0.19| 0.56|0.11| 410|  49| 3| 844| 166|s/e/h    |
0SDSSJ161239.06+455132.2|DA/M  |52443| 814|401|12828| 2777|8.21|0.45| 0.74|0.28| 272|  80| 3| 844| 166|s/e/h    |
1SDSSJ161239.06+455132.2|DA/M  |52370| 814|403|17106|  911|8.09|0.19| 0.67|0.12| 395|  52| 3| 876| 172|s/e/h    |
0SDSSJ161239.06+455132.2|DA/M  |52370| 814|403|13127| 3865|8.44|0.57| 0.89|0.32| 235|  93| 3| 876| 172|s/e/h    |
1SDSSJ161315.10+245135.6|DA/M  |53493|1575|269|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 668| 131|re       |
0SDSSJ161315.10+245135.6|DA/M  |53493|1575|269|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1| 668| 131|         |
1SDSSJ161320.58+195827.6|DA/M  |53793|2205| 14|13904|  477|7.52|0.11| 0.38|0.04| 300|  22| 4| 434| 128|s/h      |
0SDSSJ161320.58+195827.6|DA/M  |53793|2205| 14|12110| 1559|7.66|0.29| 0.43|0.15| 231|  38| 4| 434| 128|s/h      |
1SDSSJ161426.69+223353.4|(DC/M)|53534|1852| 37|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 213|  63|         |
0SDSSJ161426.69+223353.4|(DC/M)|53534|1852| 37|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 213|  63|         |
1SDSSJ161505.51+235746.3|DA/M  |53520|1657|515|12392|  663|8.01|0.19| 0.61|0.12| 231|  28| 3| 326|  64|         |
0SDSSJ161505.51+235746.3|DA/M  |53520|1657|515|15246|  611|7.73|0.14| 0.47|0.07| 346|  30| 3| 326|  64|         |
1SDSSJ161528.31+051012.7|DA/M  |53884|1731|129|11972| 1739|6.99|0.60| 0.23|0.17| 825| 281| 5| 608| 311|         |
0SDSSJ161528.31+051012.7|DA/M  |53884|1731|129|11565| 1844|7.05|0.65| 0.24|0.20| 791| 284| 5| 608| 311|         |
1SDSSJ161636.12+062715.8|WD/M  |53884|1731|548|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1396| 332|re       |
0SDSSJ161636.12+062715.8|WD/M  |53884|1731|548|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1396| 332|         |
1SDSSJ161556.70+145109.3|DA/M  |53918|2198|130|11972| 4034|7.31|1.49| 0.30|0.79|1128| 741| 4|1621| 477|h        |
0SDSSJ161556.70+145109.3|DA/M  |53918|2198|130|12536| 3985|7.28|1.47| 0.30|0.76|1262| 821| 4|1621| 477|h        |
1SDSSJ161658.23+171355.9|DA/M  |53904|2201|522|19193| 1710|7.98|0.35| 0.61|0.21| 631| 140| 3| 817| 161|         |
0SDSSJ161658.23+171355.9|DA/M  |53904|2201|522|10918|  744|8.73|0.35| 1.05|0.19| 205|  59| 3| 817| 161|         |
1SDSSJ161715.27+081849.0|DA/M  |53501|1732|329|15964| 7221|9.00|0.83| 1.20|0.43| 422| 374| 1|1524| 298|s        |
0SDSSJ161715.27+081849.0|DA/M  |53501|1732|329|18974| 6630|8.77|0.78| 1.08|0.40| 621| 415| 1|1524| 298|s        |
1SDSSJ161726.96+385557.5|DA/M  |52759|1336| 86|30071| 4626|8.53|0.81| 0.96|0.41| 905| 530| 4|1468| 432|s/e/h    |
0SDSSJ161726.96+385557.5|DA/M  |52759|1336| 86| 9081|  770|9.50|0.25| 1.46|0.12|  73|  42| 4|1468| 432|s/e/h    |
1SDSSJ161746.16+425829.3|DA/K  |52374| 815|301|32595| 2753|7.55|0.57| 0.46|0.26|1631| 563|-1|   0|   0|s/h      |
